A Kind of Murder,It feels more like an exercise in defining the mechanics of suspense than in actually utilizing them.,NEGATIVE
A Kind of Murder,"[Director Andy Goddard] just doesn't develop a level of intrigue or tension that you'd expect from a narrative that is built on double identities, perceptions, classism, and homicide.",NEGATIVE
A Knight's Tale,"Put your brain on pause, and Heath will, Heath will rock you!",POSITIVE
A Knight's Tale,Slightly edgy medieval tale with rock music.,POSITIVE
A Knight's Tale,It's as if Helgeland didn't have enough confidence in his own material's basic appeal that he resorted to desperate pandering.,NEGATIVE
A Knight's Tale,"Endless jousting tournaments transpire with lots of balsa wood jousting poles splintering across the screen. It's a classic example of a ""'what-on-earth-were-they-thinking"" movie...",NEGATIVE
A Lot Like Love,"Although A Lot Like Love is advertised like a generic teen comedy, its failure to provide [Ashton Kutcher] with his fourth consecutive U.S. number one reflects the film's avoidance of pratfall-style gags in favor of slushy romantic sentiment.",NEGATIVE
A Lot Like Love,The typical romantic comedy keeps the leads apart or until just before the closing credits. This film falls flat because they engage in sex during the picture's opening sequence.,NEGATIVE
A Lot Like Love,full review in Greek,POSITIVE
A Lot Like Love,"While not as aggressively mindless as many of its ilk, flick suffers from simple fatigue, as in: We're tired of seeing the exact same love story over and over.",NEGATIVE
A Man Called Otto,Subtle&#44; sincerely redemptive comedic drama&#46;&#46;&#46;Tom Hanks delivers a carefully modulated&#44; understated performance&#44; as does his 'real-life' son Truman&#44; but the script tends to be overly melodramatic&#46;,POSITIVE
A Man Called Otto,"The director is Marc Forster of Monster's Ball. For sure, his saccharine movie is not hard to like, if only because he is a pro at manipulating heartstrings and Hanks cannot help but be affable, however ill-suited for his role here.",POSITIVE
A Man Called Otto, Tom Hanks gets in touch with his inner Larry David as the curmudgeonly sexegenarian at the heart of Marc Forster is lukewarm English-language remake of Hannes Holm is Oscar-nominated &#8220;A Man Called Ova&#46;&#8221; ,POSITIVE
A Man Called Otto,"With Hanks as its star, Marc Forster’s safe Hollywood remake is all the more predictable.",NEGATIVE
A Mighty Wind,"The performance that sticks is the one by Eugene Levy, whose work conveys a tenderness that momentarily slices through the satire.",POSITIVE
A Mighty Wind,Hilarious folk music mockumentary has some innuendo.,POSITIVE
A Mighty Wind,One breathtaking moment of clarity between Eugene Levy's Mitch and Catherine O'Hara's Mickey gives way to an anticipated kiss during which you can practically sense the characters' hearts thumping and their fictional contemporaries rooting for them.,POSITIVE
A Mighty Wind,"Director Christopher Guest teams up recurring cast members from his past ensemble comedies (""This Is Spinal Tap,"" ""Waiting For Guffman"" and ""Best In Show"") for this immaculately executed comedy of folk music stereotypes.",POSITIVE
A Most Violent Year,There is something to be said about sitting back and watching good actors work&#46; ,POSITIVE
A Most Violent Year,A Most Violent Year is a brilliant look at greed&#44; hubris&#44; and the effect of capitalism&#44; and it cements Chandor as a distinctive voice in American cinema&#46;,POSITIVE
A Most Violent Year,Oscar Isaac and Jessica Chastain are a match made in heaven&#46; Michael Corleone lives in Isaac's character&#46; A Most Violent Year is a precise&#44; grippingly real movie while also maintaining a beautiful aesthetic&#46; &#91;Full review in Spanish&#93;,POSITIVE
A Most Violent Year,"Oscar Isaac and Jessica Chastain are absolutely transcendent as the couple at the heart here, trying to hold together their company, which may or may not be crooked.",POSITIVE
A Prairie Home Companion,Contains not even the faintest trace of a plot.,NEGATIVE
A Prairie Home Companion,"A warm, witty ode to ends, beginnings and everything in between.",POSITIVE
A Prairie Home Companion,"There is a great movie in A Prairie Home Companion, which is based on Garrison Keillor's long-running radio show. Meryl Streep gives an amazing performance as a country singer.",POSITIVE
A Prairie Home Companion,"...for the uninitiated, the story meanders far too much to resonate, and Altman's relentless focus on mortality dampens the show's amiable charm.",NEGATIVE
A Quiet Place,It is smart&#44; light on gore&#44; but heavy on tension&#46; It knows its premise and fully embraces it&#46; Never does it feel the need to give us tedious and uninteresting exposition nor does it overstay its welcome&#46;,POSITIVE
A Quiet Place,Krasinski delivers a thrilling creature-feature.,POSITIVE
A Quiet Place,The tension in the film was amazing.,POSITIVE
A Quiet Place,Connection and heartstrings at such a level are rarely seen in any horror film. That's the reverberation of engagement so many lack.,POSITIVE
A Quiet Place Part II,John Krasinski crafts a masterclass in suspense with Hitchcockian anxiety that would make the master proud&#46;,POSITIVE
A Quiet Place Part II,A Quiet Place Part II doubles down on what made its predecessor so popular&#44; delivering another ridiculously riveting feat of horror filmmaking from John Krasinski&#46;,POSITIVE
A Quiet Place Part II,The impeccable mix of camerawork&#44; sound design&#44; and editing create the kind of nail-biting tension that will run throughout the film is taut 97-minute runtime&#46;,POSITIVE
A Quiet Place Part II,"The first film in the series was so fresh, standing out in that year's box office. This film isn't better or cleverer, it's just a continuation of the things we loved in the first film, which isn't bad at all.",POSITIVE
A Scanner Darkly,"A Scanner Darkly beautifully, and chillingly, considers Dicks persistent theme that our culture has destroyed its own ability to perceive objective reality.",POSITIVE
A Scanner Darkly,Episode 34: Relaxer / A Scanner Darkly / The Beach Bum / Holy Motors,POSITIVE
A Scanner Darkly,"When everything comes together at the end, it's difficult not to be satisfied with the results.",POSITIVE
A Scanner Darkly,"Using interpolated rotoscoping techniques Linklater manage[s] to capture a unique visual style for ""A Scanner Darkly"" just absurd enough to be comical and just human enough to be tragic.",POSITIVE
A Sound of Thunder,Good idea unsuccessfully realised with Ed Burns doing his best.,NEGATIVE
A Sound of Thunder,"A catastrophe of bad acting, ludicrous science and conspicuously cheap special effects that can't even follow its own internal logic from one scene to the next.",NEGATIVE
A Sound of Thunder,A remarkably bad film.,NEGATIVE
A Sound of Thunder,"There's plenty of room to poke holes in the premise, but folks willing to suspend disbelief can still have a good time.",POSITIVE
A Star Is Born, There are moments where the pace can stop dead in its tracks&#46; Other than that&#44; this film is amazing and filled with an emotional story&#44; fantastic performances&#44; and wonderful music&#46;,POSITIVE
A Star Is Born,While the story of &#8220;A Star is Born&#8221; may be familiar&#44; there are enough good choices from Bradley Cooper to make his version of this &#8216;oft told tale i feel fresh&#46;,POSITIVE
A Star Is Born,A Star Is Born is an example of top-flight romantic escapism,POSITIVE
A Star Is Born,"It's not easy to capture performances this raw, nor to write and perform songs as good as ""The Shallow,"" as mournful as ""Maybe It's Time,"" or as badass as ""Black Eyes."" Cooper does it all to an impressive degree.",POSITIVE
A Walk in the Woods,Won't ever be mentioned in the same breath as any of Redford or Nolte's classic films - it's too silly and too obvious - but watching these two charismatic actors onscreen it's not hard to remember what we liked about them in the first place.,POSITIVE
A Walk in the Woods,"(Redford and Nolte) make tired clichés feel like old friends, taking us on a pleasant stroll through the woods that may not lead anywhere, but we're having such a good time that the destination no longer matters.",POSITIVE
A Walk in the Woods,"As an adaptation of Bill Bryson's writing A Walk in the Woods is disappointing, but there's still pleasure to be had in seeing two veteran actors taking a hike together.",POSITIVE
A Walk in the Woods,"As beautiful, witty and serene as this story of self-discovery is, and as effortlessly as the veteran stars pull it off, I can't help but hope that Redford will take on a project with a bit more meat on the bone.",POSITIVE
A Walk to Remember,This was greeted with savage reviews upon its initial release&#44; but it's actually one of the better Mandy Moore movies&#44; one of the better Nicholas Sparks adaptations&#44; and one of the worthier faith-based flicks&#46;,POSITIVE
A Walk to Remember,Mandy Moore's film to forget.,NEGATIVE
A Walk to Remember,"Adopts a breezy anti-cynicism as a pose, and then spends the rest of the time failing in the most spectacular way to competently execute it.",NEGATIVE
A Walk to Remember,Too-syrupy re-tread of Love Story.,NEGATIVE
A Wrinkle in Time,This colossal springboard from the family film of teen issues to the epic intergalactic adventure &quot;A Wrinkle in Time&quot; desires to be is more than a little haphazard&#46;,NEGATIVE
A Wrinkle in Time,"The film's visual and tonal approach has been pushed to erratic limits, overriding and distracting from the characters at its center.",NEGATIVE
A Wrinkle in Time,"There is a lot for young audiences to be inspired and enthralled by in A Wrinkle in Time. If that's all that comes from the film, then it's done its job.",POSITIVE
A Wrinkle in Time,The movie is often dazzling.,POSITIVE
A.I.: Artificial Intelligence,"It's a film whose humanity is kept at a distance so audiences might question how to define it, challenging us through its narrative to approach humanity from a human-less perspective.",POSITIVE
A.I.: Artificial Intelligence,"Aside from the conflicting ideas on artificiality and humankind and love (and the ill-defined boundaries of David's capabilities), the visuals are spectacular.",POSITIVE
A.I.: Artificial Intelligence,An incredibly ambitious (if not always successful) sci-fi effort...,POSITIVE
A.I.: Artificial Intelligence,"Flawed, to be sure, but beautifully crafted, unimaginably complex, visually dazzling, rich with metaphor and deeply affecting.",POSITIVE
Abandon,"Ultimately, it's a suspense thriller in dire need of more suspense and more thrills.",NEGATIVE
Abandon,It really is almost impressive how bad this is.,NEGATIVE
Abandon,A flimsy and tedious thriller.,NEGATIVE
Abandon,The film's final twist is admittedly quite effective&#44; though it doesn't even remotely justify the interminable build-up leading into it&#46;,NEGATIVE
Abduction,Anyone not accustomed to seeing Lautner transform into a badly rendered werewolf should keep a safe distance&#46;,NEGATIVE
Abduction,A time-waster&#46;,NEGATIVE
Abduction,Are pouting and flexing emotions?,NEGATIVE
Abduction,"It is an entertaining thriller that lets Lautner show he looks good as a young action hero, and as such, it accomplishes its mission.",POSITIVE
Abominable,"Regardless of whatever hardships that people might be facing in their personal lives, the need to smile and laugh is still within us, and the comfort that family and friends provide us with always rings true.",POSITIVE
Abominable,"Abominable is going to be appreciated by the young audience for its sense of wonder and by their parents, because of its essential themes of mental health, grief and the importance of family that even their children can grasp.",POSITIVE
Abominable,"The story of Everest and the kids is sweet without being saccharine. It doesn't leave much room for a layered story or smart jokes to keep the parents entertained. The jokes are largely geared towards kids, and most are of the farting or vomiting variety.",POSITIVE
Abominable,"Simple messages on grief, loss and perseverance (""When things get tough you just keep going,"" Yi says helpfully.) provide an emotional subtext but it's the film's light touch and visuals that pack the biggest punch.",POSITIVE
About Adam,"Charming, explicit love story for mature teens.",POSITIVE
About Adam,"It's smart, it knows its audience can join dots and it actually makes you think about - and not just laugh at - the messes that people get themselves in over four letters.",POSITIVE
About Adam,"An airy, accented romantic comedy romp of infidelity and animal attraction [that hinges on] your personal threshold for average, of-the-moment romantic comedies.",NEGATIVE
About Adam,It seems like several articles from FHM all rolled up into one. At least just reading the articles would have been a lot more entertaining.,NEGATIVE
About Last Night,"Frisky and a little freaky, but not as funny or insightful as it thinks it is.",NEGATIVE
About Last Night,It's a credit to Hart as an actor that amidst it all he doesn't lose the soul of Bernie.,POSITIVE
About Last Night,"It gets by because it understands the one rule of romantic comedies -- it understands that if the audience likes the characters, there is a good chance they will like the movie.",POSITIVE
About Last Night,"For a film that tries desperately hard to be fresh, trendy and attractive, About Last Night is slapdash, wishy-washy nonsense.",NEGATIVE
About Schmidt,This is Nicholson's show -- and he excels.,POSITIVE
About Schmidt,Jack Nicholson delivers one of the best performances of his career in About Schmidt&#46;,POSITIVE
About Schmidt,"[It] toys with convention, leading us down that happy ending path and then hopping off of it again. It's refreshing, if not humorously frustrating.",POSITIVE
About Schmidt,"Sharply observed, Alexander Payne's poignant comedy is a character study of an ordinary American, who embarks on a journey of self-discovery and in the process becomes humanized and extraordinary.",POSITIVE
About Time,"Despite its uneven presentation, the film's message is consistent and has to do with the human condition and the consistencies in relationships that either unite or distance people. Affection, loyalty, Trust. [Full review in Spanish]",POSITIVE
About Time,What matters are not the unrealistic&#44; fancifully romantic ways in which Curtis portrays his characters but the wisdom he offers about how they resolve to live their lives&#46;,POSITIVE
About Time,Adorably romantic in a quotidian naturalist tone that is... repetitive. [Full review in Spanish],POSITIVE
About Time,"About Time is one of those films which will tug on all the emotions. It's very funny, sweet and a real tear jerker",POSITIVE
Accepted,Offers a smattering of decent chuckles amidst all the predictable piling on of pilfered plotlines.,NEGATIVE
Accepted,"Though the plot is outrageous, with no grounding in reality, the film does an admirable job of making everything seem sensible - at least in the context of a comedic scenario.",POSITIVE
Accepted,A surprisingly sharp comedy that manages to pay homage to classic comedies like Animal House while delivering a lot of laughs.,POSITIVE
Accepted,"Despite several hilarious moments involving oddball classes and crude attempts to deceive parents, it's a teen movie by numbers and ultimately the maths don't add up.",NEGATIVE
Acrimony,"It's engaging the way Tyler takes us through the lives of his characters. And in the end, it's an oddly satisfying feeling to be left wondering, who really is the victim here",POSITIVE
Acrimony,"""Perry is infamous in his treatment of LGBTQ people, especially gay Black men.""",NEGATIVE
Acrimony,"Two hours of . . . lazy filmmaking and tired, harmful stereotypes against women and the mentally ill, all wearing a thin sheen of imposter silk to pass itself off as a cautionary tale.",NEGATIVE
Acrimony,"Perry doesn't seem particularly concerned with the craft of his film, which is disappointing because he is so clearly capable of better.",NEGATIVE
Ad Astra,Ad Astra showcases the struggle of looking into the abyss and explores how Roy is father succumbed to it&#44; and if Roy will suffer that same fate&#46; This is where Ad Astra finds its strength&#46;,POSITIVE
Ad Astra,Ad Astra is as much about the void we create in our personal lives as it is about space travel&#59; we are more honest with complete strangers than we are with ourselves and the ones we love&#46;,POSITIVE
Ad Astra,&#40;Gray&#41; dazzles through his audacious uses of light&#44; color and physics&#46; His penetrating close-ups are just as compelling&#44; never losing sight of the human element&#46;,POSITIVE
Ad Astra,"Ad Astra is rooted in a human drama that unravels somewhere between Earth and the rings of Neptune, two stations as distant as the storys father and son. ",POSITIVE
Adam Sandler's Eight Crazy Nights,While Eight Crazy Nights might not quite be the &quot;nauseating concoction&quot; that Rotten Tomatoes describes it to be&#44; admittedly the film is rather poor overall&#46;,NEGATIVE
Adam Sandler's Eight Crazy Nights,"There aren't enough creative Yiddish insults in the world to adequately express how much I hate Adam Sandler's ""Eight Crazy Nights.""",NEGATIVE
Adam Sandler's Eight Crazy Nights,Ouch. Lame Sandler attempt at holiday humor.,NEGATIVE
Adam Sandler's Eight Crazy Nights,"Sentimentality and secretions, with a generous helping of blatant product placement, do not make for the most graceful of holiday entertainments.",NEGATIVE
Admission,"If Admission had become an edgier film, I have a strange feeling that we'd be watching yet another really great Tina Fey comedy.",NEGATIVE
Admission,"Admission has some funny moments and it has some poignant moments. Unfortunately, the film never seems quite able to determine what its focus should be. This results in a movie that never quite clicks.",NEGATIVE
Admission,"While Rudd and Fey may not have the most fiery on-screen chemistry, they're always enjoyable to watch. I'd call this one a rainy-day rental.",POSITIVE
Admission,Portia is in many ways a typical [Tina] Fey character but the unfunny and clichéd script too often reminds us this is no 30 Rock.,NEGATIVE
Aeon Flux,"The script is full of nonsense, apart from being unnecessarily complicated. [Full Review in Spanish]",NEGATIVE
Aeon Flux,"It has the unmistakable hollowed-out, jerkily-paced feel that comes when scenes have been ripped out more for reasons of running time than narrative clarity.",NEGATIVE
Aeon Flux,What is it that drives talented actresses to dive into a hot pile of cinematic crap soon after winning their first Oscar?,NEGATIVE
Aeon Flux,Even Theron's sexy catsuit acrobatics can't prevent boredom from setting in as the film's unimaginative production design and dull dialogue take precedence.,NEGATIVE
After Earth,Regardless of the potential here&#44; a neutral&#44; lifeless tone prevails over every aspect&#44; from the direction to the acting to the special FX&#44; but especially the dull script by M&#46; Night Shyamalan and Gary Whitta&#46;,NEGATIVE
After Earth,&#8220;After Earth&#8221; is a sleep-inducing bore that hasn it the material or performances to rise above its faults&#46;,NEGATIVE
After Earth,"The film's potent scenes of lachrymosity make the voyage worthwhile, at least until the unimaginative monster shows up.",POSITIVE
After Earth,"An indecipherably inert action flick sees out-of-form director M. Night Shyamalan (The Sixth Sense) stuck in the same snoozy rut as his worst film, the notorious The Last Airbender.",NEGATIVE
After the Sunset,Unappealing characters and a dumb story. Skip it.,NEGATIVE
After the Sunset,...a fluffy time-killer.,POSITIVE
After the Sunset,"As guilty pleasures go, this is as good as three rum punches on a hot afternoon at a beach bar. It won't do you any good, but hey, it's a lot of fun.",POSITIVE
After the Sunset,The dialogue mimics the terseness [of Elmore Leonard's work] without the snap or humor. Almost every word sounds recycled from another movie.,NEGATIVE
Against the Ropes,Based on a true story? Right. This is the boxing movie at its most sentimental -- and fake. Could be a contender for worst movie of the year.,NEGATIVE
Against the Ropes,Uninspired tale feels like a made-for-TV movie.,NEGATIVE
Against the Ropes,"An inoffensively average, formulaic entertainment with a marketing-problematic point of view.",NEGATIVE
Against the Ropes,"It's hard to expect anyone to infuse much passion into a ""by-the-numbers"" boxing movie which telegraphs every punch.",POSITIVE
Agent Cody Banks,I have a feeling Muniz could have done much more with this role under the right director and with a better script.,NEGATIVE
Agent Cody Banks,"The Bond films never feel dated, and neither does Agent Cody Banks. It still plays well, and for that credit the special effects that compare favorably to today's films and the fact that high school never seems to change.",POSITIVE
Agent Cody Banks,"Only a kid could love it, but they do.",POSITIVE
Agent Cody Banks,"Dreadful, witless and pointless.",NEGATIVE
Agent Cody Banks 2: Destination London,Moderately cute action comedy for young tweens.,POSITIVE
Agent Cody Banks 2: Destination London,You may be surprised at how not torturous [the film is].,NEGATIVE
Agent Cody Banks 2: Destination London,"The only good I sense coming from this Cody Banks film is that it's so bad, we probably won't be seeing any more of them. Call me an optimistic; I live in hope.",NEGATIVE
Agent Cody Banks 2: Destination London,A contender for worst film of the year.,NEGATIVE
Aladdin,"Overall, a decent attempt at remaking a treasured animated classic.",POSITIVE
Aladdin, Aladdin works when it focuses on its characters&#46; The world it builds is nice and lavish but without authentic depth&#46; That combined with the lack of wonder and mystery keeps this from being as revolutionary as it would have liked to be&#46;,POSITIVE
Aladdin,&#8230;every element here is a pitiful downgrade on the original&#8230;,NEGATIVE
Aladdin,While Smith and Massoud do display some buddy chemistry&#44; it is Naomi Scott is fierce performance as Jasmine that is the real showstopper&#46;,POSITIVE
Alex Rider: Operation Stormbreaker,Teen spy hero makes leap from book to screen.,POSITIVE
Alex Rider: Operation Stormbreaker,What doesn't quite work are the more overtly jokey bits.,NEGATIVE
Alex Rider: Operation Stormbreaker,An instantly forgettable confection that'll bore more kids than it entertains.,NEGATIVE
Alex Rider: Operation Stormbreaker,An entertaining popcorn movie featuring a veritable who's who of game British actors (and a trio of equally game American performers) who keep the proceedings lively even with a too-predictable plot.,POSITIVE
Alfie,Uneven movie about a charming cad has sexy stuff.,NEGATIVE
Alfie,"Even Michael Caine's career would have gone nowhere if he had made this version of ""Alfie.""",NEGATIVE
Alfie,full review in Greek,POSITIVE
Alfie,"...Alfie - when you get right down to it - isn't a terribly likable character, something that certainly makes it difficult to actually care about his fate.",NEGATIVE
Ali,"The director's cut is the best but any version of Michael Mann's film makes it clear: The rope-a-dope was something Ali perfected outside the ring, cobbled together as a combination move inside only after he reconciled himself to his singular status.",POSITIVE
Ali,[Michael Mann] successfully recreates an era on screen and provides a great introduction to the fighter that is not clouded by sentimentality.,POSITIVE
Ali,"Will Smith takes the wise and sensible option of not trying to impersonate Ali per se, but rather tonally build an impression of Ali from his own natural register.",POSITIVE
Ali,"While making a great looking biopic that is filled with detail, Michal Mann forgot to make a film that entertains, creating an emotionally void, tone flat portrait of an athlete whose contribution socially and culturally has yet to be matched.",NEGATIVE
Alien Resurrection,"Not as accomplished as [Aliens], but a vast improvement over the third entry. More a series of horrific rides than a work with emotional resonance. ",POSITIVE
Alien Resurrection,"What could have an after-thought that ruined the series’ credibility was actually not only a surprisingly enjoyable romp, but also rather thought-provoking.",POSITIVE
Alien Resurrection,It is an abomination that&#44; like its central monster&#44; deserves to be sucked out into space from a tiny opening and forgotten for all time&#46;,NEGATIVE
Alien Resurrection,Alien Resurrection is a colossal misfire of a film. None of it fits together well. None of it works.,NEGATIVE
Alien vs. Predator,"If, on the other hand, you come looking for two iconic sci-fihorror icons going at it like Godzilla and King Ghidorah at Wrestlemania, then Alien vs Predator is absolutely the movie for you.",POSITIVE
Alien vs. Predator,"Makes a mockery of the intense and ruthless sci-fi creations defined in the previous, highly successful productions.",NEGATIVE
Alien vs. Predator,"Alien vs. Predator is one of the select, refreshing few horror films to star a black woman.",POSITIVE
Alien vs. Predator,"Though surprisingly well-made, AvP takes far too long to arrive at the shlock-filled showdown everyone came to see.",NEGATIVE
Alien: Covenant,&#8220;Prometheus&#8221; was too big of a departure for some die-hard fans&#46; &#8220;Covenant&#8221; tries to lure them back with good action and effects while still giving time to Scott is philosophical ruminations and mythology building&#46;,POSITIVE
Alien: Covenant,The non-human is the most interesting character and the one who runs the show&#46; &quot;Alien&#58; Covenant&quot; is undoubtedly owned and defined by the multi-layered behavior traits conveyed by the headlining Michael Fassbender&#46;,POSITIVE
Alien: Covenant,"What Alien: Covenant lacks in cohesive intelligence or consistency within the series, it makes up for in compelling characters and raw, scary-as-hell situations.",POSITIVE
Alien: Covenant,The rare summer blockbuster I wish were longer.,POSITIVE
Aliens vs. Predator: Requiem,"Future Alien and Predator films never managed to capture the appeal of the originals, but they were at least more watchable than this. AVPR is without question the worst that these franchises ever got.",NEGATIVE
Aliens vs. Predator: Requiem,"Manages to capture the appearance (and infrequently the mood), but never the essence of what made the original films so engaging.",NEGATIVE
Aliens vs. Predator: Requiem,The obligatory climactic battle is a pathetic letdown.,NEGATIVE
Aliens vs. Predator: Requiem,"So dark it's mostly impossible to see what's going on, which is probably a blessing as the imagery I could see was an unpleasant mix of motherhood and sexual violence.",NEGATIVE
All About the Benjamins,Violent film for Ice Cube. He can do better.,NEGATIVE
All About the Benjamins,They failed to get a consistently funny script or a director capable of effectively staging an action scene.,NEGATIVE
All About the Benjamins,This one is a waste of your Washingtons.,NEGATIVE
All About the Benjamins,"I could go on and on about how funny this film is, because it is truly great comedy.",POSITIVE
All Eyez on Me,"All Eyez on Me attempts to reconcile an iconic figure with his very complex life. Its important commentary on race, however, gets overshadowed by technical problems.",NEGATIVE
All Eyez on Me,"Structurally the film has problems, but the movie finishes strong with Boom doing a good job of building some tension in the final moments leading up to the fatal Las Vegas drive-by shooting.",POSITIVE
All Eyez on Me,"[T]he weak screenplay doesn't inspire viewers. While the focus is always on Tupac, there is not enough material to form an emotive connection with him as a person.",NEGATIVE
All Eyez on Me,"ALL EYEZ ON ME will, without a doubt, have value to a viewer - and even though this is a hugely flawed film, this man's life will forever be fascinating to observe and cherish",POSITIVE
All Is Lost,All is Lost is a commendable and engaging motion picture&#44; but also a rare achievement in spare filmmaking&#46;,POSITIVE
All Is Lost,With only a man&#44; a boat&#44; and the vast sea&#44; Chandor shows his versatility as a filmmaker by embracing the confines of his environment and making a movie that feels grander than it may be&#46;,POSITIVE
All Is Lost,Commanding the screen without his smile and very few words&#44; Redford gives an acting clinic on screen presence in this exhilarating and striking survival drama&#46;,POSITIVE
All Is Lost,"All Is Lost is about man's struggle against the world and society. The problems that we face as we get older, highlighting that there is never a satisfying or easy answer, that happy endings aren't always guaranteed.",POSITIVE
